id,breed,horse_age,horse_gender,feed_keywords,temp_max,temp_min,precipitation,location,colic_keywords,feed_count,horse_keeping,age_group,risk_combination,is_colic
811,Oldenburger,29,gelding,silage,15.8,8.3,0.4,Berlin,spasmodic,1,pasture,21+,gelding_pasture,True
812,Holsteiner,22,gelding,haylage,8.2,2.3,4.5,Frankfurt,impaction,1,stable,21+,gelding_stable,True
813,Haflinger,28,stallion,pellets,25.3,9.9,0.3,Nuremberg,displacement,1,stable,21+,stallion_stable,True
814,Holsteiner,6,mare,corn,12.1,-0.2,0.0,Cologne,gas,1,stable,6-10,mare_stable,True
815,Deutsches Reitpony,14,gelding,silage,11.8,-3.3,0.0,Munich,sand,1,paddock,11-15,gelding_paddock,True
816,Arabisches Vollblut,28,stallion,haylage,12.8,3.3,0.0,Leipzig,gas,1,stable,21+,stallion_stable,True
817,Deutsches Reitpony,3,gelding,haylage,3.0,-2.3,4.5,Dresden,impaction,1,stable,0-5,gelding_stable,True
818,Welsh Pony,7,mare,pellets,1.0,-0.6,2.7,Frankfurt,sand,1,paddock,6-10,mare_paddock,True
819,Englische Vollblüter,3,mare,haylage,11.0,6.4,1.4,Munich,sand,1,paddock,0-5,mare_paddock,True
820,Appaloosa,24,gelding,haylage,9.8,7.2,2.5,Dresden,spasmodic,1,stable,21+,gelding_stable,True
821,Friese,13,gelding,straw,21.3,13.2,2.2,Dresden,spasmodic,1,pasture,11-15,gelding_pasture,True
822,Andalusier,2,gelding,pellets,9.1,-0.3,0.0,Munich,spasmodic,1,stable,0-5,gelding_stable,True
823,Friese,29,gelding,"haylage, pellets",11.7,0.7,0.0,Hanover,spasmodic,2,stable,21+,gelding_stable,True
824,Shetlandpony,19,gelding,pellets,7.9,-2.6,0.5,Stuttgart,torsion,1,stable,16-20,gelding_stable,True
825,American Quarter Horse,23,stallion,pellets,25.9,13.2,0.0,Leipzig,torsion,1,stable,21+,stallion_stable,True
826,Islandpferd,4,stallion,haylage,24.4,16.7,15.1,Munich,gas,1,stable,0-5,stallion_stable,True
827,Islandpferd,17,gelding,pellets,18.9,11.0,0.0,Frankfurt,sand,1,paddock,16-20,gelding_paddock,True
828,Paint Horse,9,stallion,pellets,18.5,12.3,0.0,Frankfurt,impaction,1,stable,6-10,stallion_stable,True
829,American Quarter Horse,23,gelding,silage,17.9,9.2,7.2,Stuttgart,spasmodic,1,pasture,21+,gelding_pasture,True
830,Paint Horse,18,gelding,"corn, pellets",12.3,6.7,3.8,Stuttgart,displacement,2,stable,16-20,gelding_stable,True
831,American Quarter Horse,12,stallion,hay,2.0,-1.1,5.3,Munich,gas,1,paddock,11-15,stallion_paddock,True
832,Friese,5,gelding,"haylage, silage",10.0,3.4,0.0,Dresden,spasmodic,2,pasture,0-5,gelding_pasture,True
833,Friese,1,gelding,hay,28.7,16.3,0.1,Hanover,sand,1,paddock,0-5,gelding_paddock,True
834,Holsteiner,11,mare,straw,26.7,11.8,0.0,Leipzig,sand,1,paddock,11-15,mare_paddock,True
835,Lipizzaner,14,stallion,haylage,22.9,13.1,0.5,Leipzig,spasmodic,1,stable,11-15,stallion_stable,True
836,Haflinger,4,gelding,pellets,27.2,15.0,1.1,Hanover,spasmodic,1,stable,0-5,gelding_stable,True
837,Friese,23,stallion,straw,14.2,0.8,1.4,Nuremberg,impaction,1,stable,21+,stallion_stable,True
838,Westfale,12,stallion,straw,12.0,2.8,0.0,Berlin,spasmodic,1,stable,11-15,stallion_stable,True
839,Deutsches Reitpony,5,mare,hay,12.1,5.8,0.5,Munich,impaction,1,paddock,0-5,mare_paddock,True
840,Haflinger,22,stallion,hay,27.1,14.6,0.0,Stuttgart,impaction,1,stable,21+,stallion_stable,True
841,Paint Horse,22,gelding,haylage,29.5,18.0,5.6,Frankfurt,gas,1,stable,21+,gelding_stable,True
842,Andalusier,28,mare,fresh grass,6.9,-0.2,0.0,Munich,gas,1,paddock,21+,mare_paddock,True
843,Deutsches Reitpony,9,mare,"pellets, silage",15.9,6.6,0.1,Berlin,displacement,2,stable,6-10,mare_stable,True
844,Shetlandpony,14,stallion,silage,29.7,17.5,0.0,Dresden,displacement,1,stable,11-15,stallion_stable,True
845,Haflinger,3,gelding,haylage,13.7,4.5,0.0,Leipzig,sand,1,stable,0-5,gelding_stable,True
846,Paint Horse,27,gelding,haylage,17.1,10.1,0.4,Stuttgart,impaction,1,pasture,21+,gelding_pasture,True
847,Oldenburger,16,mare,silage,12.9,5.5,0.0,Stuttgart,displacement,1,stable,16-20,mare_stable,True
848,Islandpferd,20,gelding,silage,10.9,5.0,0.0,Berlin,displacement,1,stable,16-20,gelding_stable,True
849,Paint Horse,13,gelding,"hay, pellets",27.3,20.9,1.4,Cologne,sand,2,stable,11-15,gelding_stable,True
850,Trakehner,8,mare,silage,5.6,-2.1,0.0,Munich,sand,1,paddock,6-10,mare_paddock,True
851,Trakehner,23,stallion,"haylage, silage",7.7,1.1,0.0,Nuremberg,gas,2,pasture,21+,stallion_pasture,True
852,American Quarter Horse,15,mare,straw,25.6,14.6,0.0,Hanover,sand,1,paddock,11-15,mare_paddock,True
853,American Quarter Horse,4,stallion,haylage,10.0,3.4,1.9,Hamburg,sand,1,stable,0-5,stallion_stable,True
854,Englische Vollblüter,21,gelding,haylage,2.6,0.8,0.1,Hamburg,spasmodic,1,pasture,21+,gelding_pasture,True
855,Haflinger,18,stallion,straw,24.5,12.0,1.8,Hamburg,gas,1,stable,16-20,stallion_stable,True
856,Shetlandpony,4,mare,pellets,34.6,22.9,0.0,Hanover,sand,1,stable,0-5,mare_stable,True
857,Lipizzaner,25,mare,corn,13.5,6.6,22.7,Munich,spasmodic,1,stable,21+,mare_stable,True
858,Andalusier,17,stallion,haylage,2.4,-0.3,0.4,Stuttgart,impaction,1,stable,16-20,stallion_stable,True
859,Islandpferd,3,gelding,silage,8.7,-1.4,0.1,Hanover,gas,1,pasture,0-5,gelding_pasture,True
860,American Quarter Horse,5,stallion,hay,1.7,-2.2,7.5,Stuttgart,impaction,1,stable,0-5,stallion_stable,True
861,American Quarter Horse,8,mare,straw,3.9,0.9,2.5,Frankfurt,spasmodic,1,stable,6-10,mare_stable,True
862,Württemberger,4,mare,fresh grass,19.8,12.2,3.8,Berlin,spasmodic,1,stable,0-5,mare_stable,True
863,Andalusier,18,gelding,haylage,15.3,6.3,1.4,Hamburg,gas,1,paddock,16-20,gelding_paddock,True
864,American Quarter Horse,17,mare,straw,24.0,15.1,0.5,Cologne,impaction,1,pasture,16-20,mare_pasture,True
865,Westfale,1,gelding,haylage,5.0,-3.4,0.0,Leipzig,displacement,1,pasture,0-5,gelding_pasture,True
866,Oldenburger,16,gelding,straw,14.9,1.8,0.0,Munich,sand,1,pasture,16-20,gelding_pasture,True
867,Islandpferd,25,stallion,silage,14.5,8.0,3.9,Leipzig,sand,1,pasture,21+,stallion_pasture,True
868,Trakehner,29,mare,silage,15.8,9.2,8.0,Leipzig,spasmodic,1,pasture,21+,mare_pasture,True
869,Welsh Pony,25,gelding,"pellets, straw",28.8,15.6,0.0,Nuremberg,impaction,2,pasture,21+,gelding_pasture,True
870,Lipizzaner,30,mare,haylage,20.1,4.3,0.0,Stuttgart,spasmodic,1,pasture,21+,mare_pasture,True
871,Trakehner,8,gelding,straw,12.1,1.3,0.0,Leipzig,impaction,1,paddock,6-10,gelding_paddock,True
872,Deutsches Reitpony,22,stallion,"haylage, pellets",14.9,5.9,0.2,Nuremberg,sand,2,paddock,21+,stallion_paddock,True
873,Haflinger,20,gelding,haylage,15.3,9.5,3.0,Dresden,impaction,1,paddock,16-20,gelding_paddock,True
874,Hannoveraner,11,gelding,"corn, haylage",2.7,-0.2,0.5,Leipzig,impaction,2,stable,11-15,gelding_stable,True
875,Shetlandpony,24,stallion,"corn, straw",11.8,7.1,1.6,Berlin,impaction,2,pasture,21+,stallion_pasture,True
876,Trakehner,29,mare,straw,11.1,5.3,3.2,Stuttgart,impaction,1,stable,21+,mare_stable,True
877,Hannoveraner,21,mare,silage,13.5,3.8,18.0,Hanover,impaction,1,paddock,21+,mare_paddock,True
878,Appaloosa,12,stallion,pellets,17.1,10.1,0.4,Stuttgart,spasmodic,1,stable,11-15,stallion_stable,True
879,American Quarter Horse,30,mare,"hay, pellets",2.2,-4.4,0.7,Berlin,impaction,2,stable,21+,mare_stable,True
880,Appaloosa,24,gelding,silage,14.7,10.0,15.0,Hanover,sand,1,paddock,21+,gelding_paddock,True
881,Shetlandpony,23,gelding,straw,7.7,2.3,1.0,Leipzig,impaction,1,paddock,21+,gelding_paddock,True
882,Oldenburger,21,stallion,silage,16.1,6.5,0.7,Munich,displacement,1,stable,21+,stallion_stable,True
883,Islandpferd,14,stallion,pellets,6.1,-2.2,1.7,Berlin,spasmodic,1,stable,11-15,stallion_stable,True
884,Islandpferd,14,stallion,"pellets, straw",7.4,1.0,5.3,Frankfurt,spasmodic,2,pasture,11-15,stallion_pasture,True
885,Arabisches Vollblut,9,gelding,straw,13.1,3.1,24.8,Hanover,impaction,1,stable,6-10,gelding_stable,True
886,Shetlandpony,19,mare,"hay, straw",4.3,0.2,2.4,Cologne,impaction,2,paddock,16-20,mare_paddock,True
887,Trakehner,18,stallion,straw,10.4,6.0,5.6,Hamburg,displacement,1,paddock,16-20,stallion_paddock,True
888,Andalusier,23,stallion,straw,7.1,1.6,3.4,Hamburg,impaction,1,stable,21+,stallion_stable,True
889,Appaloosa,24,mare,"haylage, straw",8.2,1.9,0.0,Cologne,impaction,2,stable,21+,mare_stable,True
890,Hannoveraner,1,stallion,"haylage, pellets",29.8,16.1,0.0,Leipzig,impaction,2,stable,0-5,stallion_stable,True
891,American Quarter Horse,23,stallion,"haylage, straw",20.8,15.9,4.9,Dresden,impaction,2,stable,21+,stallion_stable,True
892,Appaloosa,25,gelding,silage,26.6,12.2,0.0,Hanover,sand,1,paddock,21+,gelding_paddock,True
893,Trakehner,1,gelding,"pellets, silage",5.7,0.9,0.0,Berlin,gas,2,pasture,0-5,gelding_pasture,True
894,Holsteiner,29,stallion,hay,32.3,15.6,0.0,Stuttgart,spasmodic,1,pasture,21+,stallion_pasture,True
895,Lipizzaner,10,mare,silage,17.1,5.4,0.0,Berlin,displacement,1,stable,6-10,mare_stable,True
896,Appaloosa,7,gelding,"corn, pellets",25.5,14.2,3.5,Munich,gas,2,stable,6-10,gelding_stable,True
897,Welsh Pony,28,mare,"haylage, straw",28.9,20.9,0.2,Berlin,impaction,2,paddock,21+,mare_paddock,True
898,American Quarter Horse,24,stallion,silage,7.7,5.4,0.0,Hamburg,spasmodic,1,pasture,21+,stallion_pasture,True
899,Württemberger,13,gelding,silage,11.7,7.7,2.3,Berlin,displacement,1,stable,11-15,gelding_stable,True
900,Islandpferd,4,stallion,silage,3.7,1.8,0.0,Hamburg,displacement,1,stable,0-5,stallion_stable,True
901,Haflinger,6,mare,fresh grass,17.7,9.7,2.7,Frankfurt,gas,1,stable,6-10,mare_stable,True
902,Haflinger,20,gelding,"silage, straw",7.4,-1.3,0.0,Cologne,impaction,2,pasture,16-20,gelding_pasture,True
903,Württemberger,20,gelding,"hay, haylage",7.4,1.6,3.5,Stuttgart,displacement,2,stable,16-20,gelding_stable,True
904,Arabisches Vollblut,15,mare,straw,32.0,16.8,0.0,Dresden,gas,1,paddock,11-15,mare_paddock,True
905,Welsh Pony,23,gelding,"pellets, straw",12.8,4.1,0.2,Hamburg,impaction,2,pasture,21+,gelding_pasture,True
906,Paint Horse,11,mare,haylage,21.4,15.6,2.0,Cologne,spasmodic,1,pasture,11-15,mare_pasture,True
907,Welsh Pony,26,gelding,hay,4.0,-2.2,2.1,Hamburg,gas,1,pasture,21+,gelding_pasture,True
908,Deutsches Reitpony,19,stallion,"pellets, straw",23.6,13.1,0.1,Leipzig,impaction,2,stable,16-20,stallion_stable,True
909,Englische Vollblüter,18,gelding,straw,22.2,14.6,0.1,Frankfurt,impaction,1,stable,16-20,gelding_stable,True
910,Deutsches Reitpony,20,gelding,"fresh grass, silage",3.6,-0.3,0.7,Stuttgart,displacement,2,stable,16-20,gelding_stable,True
911,Deutsches Reitpony,5,stallion,silage,17.0,8.7,0.5,Stuttgart,displacement,1,stable,0-5,stallion_stable,True
912,Englische Vollblüter,23,mare,silage,20.1,14.8,14.3,Hamburg,impaction,1,pasture,21+,mare_pasture,True
913,Oldenburger,27,stallion,haylage,19.3,13.9,0.4,Hamburg,gas,1,paddock,21+,stallion_paddock,True
914,Englische Vollblüter,25,mare,"silage, straw",27.9,18.0,4.4,Cologne,impaction,2,stable,21+,mare_stable,True
915,Shetlandpony,17,stallion,"hay, haylage",1.7,-1.4,0.2,Nuremberg,gas,2,stable,16-20,stallion_stable,True
916,Englische Vollblüter,26,stallion,silage,16.0,9.7,1.8,Frankfurt,displacement,1,stable,21+,stallion_stable,True
917,American Quarter Horse,30,stallion,"haylage, pellets",12.6,-4.7,0.0,Nuremberg,spasmodic,2,pasture,21+,stallion_pasture,True
918,Paint Horse,3,gelding,straw,21.8,14.9,7.5,Munich,impaction,1,stable,0-5,gelding_stable,True
919,Friese,18,stallion,haylage,26.4,12.6,0.0,Munich,gas,1,pasture,16-20,stallion_pasture,True
920,Trakehner,16,stallion,"fresh grass, haylage",0.7,-1.9,0.0,Hamburg,gas,2,stable,16-20,stallion_stable,True
921,Haflinger,10,gelding,straw,5.7,2.0,4.1,Leipzig,sand,1,paddock,6-10,gelding_paddock,True
922,Paint Horse,4,stallion,"corn, silage",13.6,1.2,0.0,Leipzig,displacement,2,stable,0-5,stallion_stable,True
923,Paint Horse,29,mare,fresh grass,12.1,4.8,7.2,Munich,impaction,1,paddock,21+,mare_paddock,True
924,Englische Vollblüter,9,stallion,"silage, straw",13.0,2.7,0.0,Hanover,displacement,2,stable,6-10,stallion_stable,True
925,Islandpferd,19,mare,straw,10.5,1.4,0.0,Cologne,impaction,1,stable,16-20,mare_stable,True
926,Württemberger,6,stallion,straw,21.2,15.0,1.7,Dresden,impaction,1,pasture,6-10,stallion_pasture,True
927,Arabisches Vollblut,22,gelding,"haylage, silage",13.4,9.0,0.4,Berlin,displacement,2,stable,21+,gelding_stable,True
928,Appaloosa,21,stallion,straw,14.4,9.5,18.6,Nuremberg,impaction,1,stable,21+,stallion_stable,True
929,Appaloosa,16,gelding,straw,14.2,2.8,0.0,Hanover,spasmodic,1,stable,16-20,gelding_stable,True
930,Shetlandpony,9,stallion,"silage, straw",19.5,8.9,0.0,Dresden,displacement,2,stable,6-10,stallion_stable,True
931,Paint Horse,14,gelding,pellets,17.7,14.0,9.3,Dresden,spasmodic,1,pasture,11-15,gelding_pasture,True
932,Welsh Pony,30,stallion,"haylage, straw",26.6,15.4,0.0,Stuttgart,impaction,2,stable,21+,stallion_stable,True
933,Shetlandpony,15,gelding,pellets,8.7,1.9,21.3,Cologne,impaction,1,stable,11-15,gelding_stable,True
934,Holsteiner,10,stallion,straw,6.7,-3.4,0.0,Munich,impaction,1,paddock,6-10,stallion_paddock,True
935,Haflinger,5,gelding,"silage, straw",10.2,0.7,0.2,Berlin,impaction,2,paddock,0-5,gelding_paddock,True
936,Islandpferd,16,mare,silage,14.7,5.0,0.0,Frankfurt,displacement,1,stable,16-20,mare_stable,True
937,Shetlandpony,15,stallion,corn,30.9,21.9,0.1,Hanover,spasmodic,1,paddock,11-15,stallion_paddock,True
938,Trakehner,13,stallion,hay,21.0,6.0,0.0,Hanover,impaction,1,stable,11-15,stallion_stable,True
939,Andalusier,1,mare,pellets,24.2,15.0,0.0,Leipzig,spasmodic,1,stable,0-5,mare_stable,True
940,Appaloosa,4,mare,fresh grass,27.5,17.1,4.3,Leipzig,gas,1,paddock,0-5,mare_paddock,True
941,Haflinger,28,mare,fresh grass,10.3,7.1,5.5,Stuttgart,gas,1,stable,21+,mare_stable,True
942,Deutsches Reitpony,11,stallion,silage,5.8,-0.4,0.7,Nuremberg,displacement,1,stable,11-15,stallion_stable,True
943,Shetlandpony,8,gelding,fresh grass,6.3,-1.4,3.2,Berlin,spasmodic,1,stable,6-10,gelding_stable,True
944,Deutsches Reitpony,17,stallion,haylage,9.7,-1.1,0.0,Hanover,spasmodic,1,paddock,16-20,stallion_paddock,True
945,Holsteiner,29,gelding,haylage,21.4,14.1,11.5,Stuttgart,impaction,1,stable,21+,gelding_stable,True
946,Englische Vollblüter,28,mare,haylage,26.6,17.9,14.2,Cologne,impaction,1,stable,21+,mare_stable,True
947,Württemberger,28,stallion,straw,7.2,1.9,1.5,Munich,impaction,1,paddock,21+,stallion_paddock,True
948,Holsteiner,25,gelding,silage,10.1,3.6,1.7,Dresden,impaction,1,paddock,21+,gelding_paddock,True
949,Haflinger,20,stallion,straw,12.6,1.7,1.1,Stuttgart,impaction,1,paddock,16-20,stallion_paddock,True
950,Welsh Pony,11,gelding,straw,5.7,1.0,0.1,Hanover,impaction,1,stable,11-15,gelding_stable,True
951,Oldenburger,25,stallion,"haylage, straw",6.4,0.8,0.0,Stuttgart,impaction,2,stable,21+,stallion_stable,True
952,Englische Vollblüter,29,mare,"haylage, pellets",1.2,-0.9,4.1,Munich,spasmodic,2,pasture,21+,mare_pasture,True
953,Andalusier,9,stallion,straw,19.5,12.3,10.7,Cologne,impaction,1,stable,6-10,stallion_stable,True
954,Württemberger,23,gelding,silage,8.0,-6.4,0.0,Hanover,displacement,1,stable,21+,gelding_stable,True
955,Trakehner,9,gelding,corn,12.0,-0.6,0.0,Nuremberg,spasmodic,1,stable,6-10,gelding_stable,True
956,Shetlandpony,11,gelding,"corn, haylage",13.1,8.3,0.0,Berlin,spasmodic,2,stable,11-15,gelding_stable,True
957,Appaloosa,22,gelding,straw,9.9,5.9,6.6,Cologne,impaction,1,paddock,21+,gelding_paddock,True
958,Hannoveraner,3,gelding,silage,25.2,17.3,2.6,Leipzig,displacement,1,stable,0-5,gelding_stable,True
959,Shetlandpony,22,mare,haylage,1.0,-1.9,0.0,Stuttgart,impaction,1,paddock,21+,mare_paddock,True
960,Oldenburger,15,mare,"haylage, straw",9.0,2.6,1.6,Berlin,spasmodic,2,stable,11-15,mare_stable,True
961,Friese,30,gelding,straw,2.6,-0.5,1.6,Dresden,impaction,1,stable,21+,gelding_stable,True
962,Andalusier,7,stallion,corn,11.6,1.1,4.1,Dresden,impaction,1,pasture,6-10,stallion_pasture,True
963,Friese,3,mare,pellets,6.8,4.3,2.8,Berlin,torsion,1,pasture,0-5,mare_pasture,True
964,Andalusier,30,mare,silage,17.3,10.8,17.5,Cologne,impaction,1,pasture,21+,mare_pasture,True
965,Friese,28,stallion,silage,27.3,11.0,0.0,Hanover,displacement,1,stable,21+,stallion_stable,True
966,Haflinger,29,mare,straw,12.7,1.3,0.0,Cologne,impaction,1,paddock,21+,mare_paddock,True
967,Lipizzaner,13,mare,corn,5.1,-2.2,0.0,Cologne,gas,1,stable,11-15,mare_stable,True
968,Welsh Pony,26,gelding,"haylage, straw",29.8,17.1,0.1,Dresden,impaction,2,stable,21+,gelding_stable,True
969,Friese,2,mare,corn,8.4,-3.0,0.0,Stuttgart,spasmodic,1,stable,0-5,mare_stable,True
970,Andalusier,18,mare,straw,5.7,-0.5,0.0,Berlin,displacement,1,stable,16-20,mare_stable,True
971,Shetlandpony,7,mare,"hay, haylage",9.5,-5.1,0.0,Hanover,gas,2,pasture,6-10,mare_pasture,True
972,Württemberger,7,stallion,pellets,25.1,17.9,0.8,Leipzig,sand,1,stable,6-10,stallion_stable,True
973,Appaloosa,3,gelding,silage,5.3,2.0,2.1,Cologne,displacement,1,stable,0-5,gelding_stable,True
974,Friese,20,gelding,silage,19.8,12.2,1.1,Munich,impaction,1,paddock,16-20,gelding_paddock,True
975,Appaloosa,15,stallion,hay,5.8,1.7,8.8,Hamburg,impaction,1,stable,11-15,stallion_stable,True
976,Holsteiner,29,stallion,haylage,10.7,3.2,0.0,Cologne,gas,1,stable,21+,stallion_stable,True
977,Islandpferd,18,mare,haylage,33.3,20.5,0.0,Hanover,spasmodic,1,stable,16-20,mare_stable,True
978,Trakehner,24,stallion,hay,31.0,16.7,0.0,Hamburg,sand,1,stable,21+,stallion_stable,True
979,Shetlandpony,15,gelding,corn,10.4,6.7,0.8,Cologne,spasmodic,1,pasture,11-15,gelding_pasture,True
980,Andalusier,11,stallion,"fresh grass, pellets",19.8,6.2,0.0,Berlin,spasmodic,2,stable,11-15,stallion_stable,True
981,Andalusier,28,mare,straw,23.6,15.3,0.0,Munich,impaction,1,pasture,21+,mare_pasture,True
982,Andalusier,5,gelding,silage,29.8,18.9,16.3,Hanover,displacement,1,stable,0-5,gelding_stable,True
983,Englische Vollblüter,5,mare,silage,5.1,-2.0,0.0,Cologne,impaction,1,pasture,0-5,mare_pasture,True
984,Welsh Pony,18,stallion,"fresh grass, silage",9.3,2.1,6.3,Munich,gas,2,pasture,16-20,stallion_pasture,True
985,Andalusier,21,mare,straw,-2.4,-4.6,1.5,Nuremberg,impaction,1,stable,21+,mare_stable,True
986,Westfale,13,mare,haylage,27.4,17.9,1.5,Munich,displacement,1,stable,11-15,mare_stable,True
987,Friese,29,gelding,straw,15.5,5.0,0.0,Nuremberg,impaction,1,pasture,21+,gelding_pasture,True
988,Andalusier,14,stallion,pellets,15.8,7.9,1.7,Berlin,impaction,1,pasture,11-15,stallion_pasture,True
989,Friese,30,mare,fresh grass,10.4,-3.1,0.0,Dresden,gas,1,stable,21+,mare_stable,True
990,Oldenburger,25,gelding,straw,5.0,-2.2,0.0,Frankfurt,impaction,1,stable,21+,gelding_stable,True
991,Deutsches Reitpony,3,mare,silage,13.9,4.6,0.2,Leipzig,displacement,1,stable,0-5,mare_stable,True
992,Welsh Pony,27,mare,straw,21.3,10.5,0.0,Frankfurt,impaction,1,stable,21+,mare_stable,True
993,Paint Horse,12,mare,silage,5.3,1.3,0.4,Berlin,displacement,1,stable,11-15,mare_stable,True
994,Hannoveraner,5,stallion,haylage,7.5,-2.6,0.5,Stuttgart,spasmodic,1,paddock,0-5,stallion_paddock,True
995,Islandpferd,23,mare,silage,6.5,0.9,0.1,Frankfurt,displacement,1,stable,21+,mare_stable,True
996,American Quarter Horse,3,stallion,hay,26.5,11.4,0.0,Dresden,gas,1,stable,0-5,stallion_stable,True
997,Trakehner,2,mare,straw,28.5,14.1,0.0,Stuttgart,sand,1,stable,0-5,mare_stable,True
998,Holsteiner,22,gelding,silage,8.2,0.4,0.0,Nuremberg,spasmodic,1,pasture,21+,gelding_pasture,True
999,Lipizzaner,5,gelding,"silage, straw",19.0,5.5,0.0,Berlin,displacement,2,stable,0-5,gelding_stable,True
1000,Englische Vollblüter,1,stallion,straw,22.4,15.1,5.8,Stuttgart,impaction,1,stable,0-5,stallion_stable,True
1001,Paint Horse,17,gelding,pellets,24.5,14.1,1.2,Cologne,spasmodic,1,pasture,16-20,gelding_pasture,True
1002,Westfale,29,gelding,"haylage, pellets",23.4,13.1,0.0,Cologne,spasmodic,2,stable,21+,gelding_stable,True
1003,Deutsches Reitpony,28,stallion,"silage, straw",4.1,-0.1,0.4,Leipzig,impaction,2,pasture,21+,stallion_pasture,True
1004,Trakehner,8,stallion,haylage,9.8,7.0,0.0,Hamburg,sand,1,paddock,6-10,stallion_paddock,True
1005,Islandpferd,10,mare,fresh grass,5.6,-12.5,0.2,Munich,spasmodic,1,stable,6-10,mare_stable,True
1006,Haflinger,29,stallion,haylage,11.4,3.0,2.0,Stuttgart,displacement,1,paddock,21+,stallion_paddock,True
1007,Westfale,16,gelding,straw,10.1,6.7,0.8,Hamburg,torsion,1,stable,16-20,gelding_stable,True
1008,Württemberger,27,stallion,hay,19.2,14.3,0.2,Hamburg,gas,1,stable,21+,stallion_stable,True
1009,Friese,7,mare,straw,9.8,3.5,0.0,Dresden,spasmodic,1,stable,6-10,mare_stable,True
1010,Andalusier,26,mare,pellets,2.5,-4.7,0.0,Leipzig,impaction,1,stable,21+,mare_stable,True
1011,Paint Horse,15,gelding,hay,15.2,12.7,11.2,Stuttgart,impaction,1,stable,11-15,gelding_stable,True
1012,Württemberger,2,gelding,straw,18.8,12.3,1.1,Dresden,spasmodic,1,stable,0-5,gelding_stable,True
1013,Deutsches Reitpony,13,gelding,"corn, fresh grass",10.3,7.1,5.5,Stuttgart,spasmodic,2,stable,11-15,gelding_stable,True
1014,Paint Horse,19,mare,haylage,10.9,4.2,17.0,Hamburg,gas,1,paddock,16-20,mare_paddock,True
1015,Appaloosa,8,gelding,"haylage, silage",28.7,19.3,0.3,Dresden,impaction,2,pasture,6-10,gelding_pasture,True
1016,Arabisches Vollblut,26,gelding,straw,3.2,-6.8,0.0,Nuremberg,impaction,1,pasture,21+,gelding_pasture,True
1017,Haflinger,28,mare,straw,17.4,5.6,0.0,Hanover,impaction,1,paddock,21+,mare_paddock,True
1018,Trakehner,30,gelding,"haylage, silage",3.5,1.0,0.0,Leipzig,sand,2,paddock,21+,gelding_paddock,True
1019,Lipizzaner,21,gelding,pellets,26.5,17.2,0.0,Hanover,torsion,1,pasture,21+,gelding_pasture,True
1020,Trakehner,18,gelding,"pellets, silage",11.4,6.7,2.0,Leipzig,displacement,2,stable,16-20,gelding_stable,True
1021,Appaloosa,24,stallion,silage,12.8,7.5,0.6,Cologne,displacement,1,stable,21+,stallion_stable,True
1022,Andalusier,15,gelding,"fresh grass, straw",5.6,-1.5,14.8,Nuremberg,spasmodic,2,stable,11-15,gelding_stable,True
1023,Paint Horse,24,mare,straw,-0.3,-1.9,0.4,Berlin,impaction,1,pasture,21+,mare_pasture,True
